singer	title	cluster
Red Velvet (레드벨벳)	7월 7일 (One Of These Nights)	0
Red Velvet (레드벨벳)	Cool Hot Sweet Love	4
Red Velvet (레드벨벳)	Light Me Up	3
Red Velvet (레드벨벳)	처음인가요 (First Time)	4
Red Velvet (레드벨벳)	장미꽃 향기는 바람에 날리고 (Rose Scent Breeze)	0
Red Velvet (레드벨벳)	7월 7일 (One Of These Nights) (De-Capo Ver.)	0
Red Velvet (레드벨벳)	7월 7일 (One Of These Nights) (Joe Millionaire Ver.)	0
Red Velvet (레드벨벳)	7월 7일 (One Of These Nights) (Piano Ver.)	0
소녀온탑	같은 곳에서	2
7 go up	Yum-Yum (얌얌)	4
Pinkrush	Fingertips	4
GOT7 (갓세븐)	Fly	3
GOT7 (갓세븐)	못하겠어	4
GOT7 (갓세븐)	빛이나	4
GOT7 (갓세븐)	FISH	4
GOT7 (갓세븐)	REWIND	0
GOT7 (갓세븐)	Beggin on my knees	4
GOT7 (갓세븐)	Something Good	3
박재범	사실은 (The Truth Is)	2
DEAN	D (half moon) (Feat. 개코)	4
장범준	그녀가 곁에 없다면 (결혼 행진곡을 활용한 신곡)	2
장범준	사랑에 빠졌죠 (당신만이)	2
장범준	빗속으로	4
장범준	봄비	4
장범준	사랑에 빠져요 (금세 사랑에 빠지는)	2
오마이걸 (OH MY GIRL)	LIAR LIAR	4
오마이걸 (OH MY GIRL)	B612	4
오마이걸 (OH MY GIRL)	I FOUND LOVE	4
오마이걸 (OH MY GIRL)	KNOCK KNOCK	4
오마이걸 (OH MY GIRL)	한 발짝 두 발짝	4
블락비 (Block B)	몇 년 후에	0
DAY6 (데이식스)	First Time	0
DAY6 (데이식스)	Blood	4
DAY6 (데이식스)	놓아 놓아 놓아	0
DAY6 (데이식스)	Sing Me	0
DAY6 (데이식스)	바래	4
DAY6 (데이식스)	Hunt	4
레이디스 코드	My Flower (Blossom mix)	0
레이디스 코드	Galaxy (the 3dge mix)	4
레이디스 코드	Chaconne (Arieta mix)	0
소년공화국 (Boys Republic)	Get Down	4
소년공화국 (Boys Republic)	지켜만 봐	3
소년공화국 (Boys Republic)	V.I.P	3
소년공화국 (Boys Republic)	널 위했던 노래 (원준 Solo)	4
10CM	봄이 좋냐??	4
마마무 (Mamamoo)	기대해도 좋은 날	4
마마무 (Mamamoo)	기대해도 좋은 날	4
아이오아이 (I.O.I)	Crush	4
라붐 (LABOUM)	상상더하기	3
라붐 (LABOUM)	3 Strike Out	0
라붐 (LABOUM)	Caterpillar	0
첸 (CHEN)	썸타 (Lil` Something)	4
히스토리	Wild Boy	4
히스토리	Queen	4
히스토리	Baby, Hello	0
히스토리	그럴 때면 (도균 Solo)	0
히스토리	LOST	0
히스토리	Liar	0
블락비 (Block B)	Toy	4
GOT7 (갓세븐)	HOME RUN	4
헤이즈 (Heize)	돌아오지마 (Feat. 용준형 Of 비스트)	0
업텐션 (UP10TION)	나한테만 집중해 (Attention)	4
업텐션 (UP10TION)	Stay	4
업텐션 (UP10TION)	아무렇지 않은 척 (Like nothing happened)	3
업텐션 (UP10TION)	Yes or No	4
업텐션 (UP10TION)	기적을 바란다 (I wish a miracle)	0
업텐션 (UP10TION)	보일 듯 말 듯 (Cherish)	4
베리굿 (BerryGood)	함께했음	3
베리굿 (BerryGood)	Angel	4
베리굿 (BerryGood)	요즘 너 때문에 난	4
베리굿 (BerryGood)	Love letter	2
베리굿 (BerryGood)	내 첫사랑	4
이하이	MY STAR	3
볼빨간사춘기	심술	4
러블리즈	Destiny (나의 지구)	4
러블리즈	퐁당	4
러블리즈	책갈피	0
러블리즈	1cm	4
러블리즈	마음 (*취급주의)	4
러블리즈	인형	4
세븐틴	엄지척	4
세븐틴	예쁘다	4
세븐틴	이놈의 인기	4
세븐틴	유행가	4
세븐틴	Say Yes	2
세븐틴	떠내려가	0
세븐틴	아낀다 (Vocal Team Ver.)	4
세븐틴	만.세 (Hiphop Team Ver.)	4
세븐틴	Shining Diamond (Performance Team Ver.)	3
세븐틴	사랑쪽지 (Love Letter)	4
TWICE (트와이스)	CHEER UP	4
TWICE (트와이스)	소중한 사랑	0
TWICE (트와이스)	Touchdown	3
TWICE (트와이스)	툭하면 톡	4
TWICE (트와이스)	Woohoo	4
TWICE (트와이스)	Headphone 써	4
TWICE (트와이스)	CHEER UP	4
에이프릴 (APRIL)	Wake Up	4
에이프릴 (APRIL)	팅커벨	4
에이프릴 (APRIL)	M.F.B.F. (내 미래의 남자친구에게)	4
에이프릴 (APRIL)	눈을 뜨면	4
에이프릴 (APRIL)	Jelly	1
탑독	Feel Alive	3
탑독	Feel Alive (Rap Ver.)	3
에디킴	내 입술 따뜻한 커피처럼 (Feat. 이성경) (Prod. by 박근태)	2
마마무 (Mamamoo)	황홀한 고백	1
Red Velvet (레드벨벳)	여시주의	4
방탄소년단	INTRO : 화양연화	3
방탄소년단	I NEED U	2
방탄소년단	잡아줘 (Hold Me Tight)	0
방탄소년단	고엽	0
방탄소년단	Butterfly (Prologue Mix)	3
방탄소년단	RUN	0
방탄소년단	Ma City	4
방탄소년단	뱁새	4
방탄소년단	쩔어	4
방탄소년단	불타오르네 (FIRE)	4
방탄소년단	Save ME	4
방탄소년단	EPILOGUE : Young Forever	4
방탄소년단	Converse High	4
방탄소년단	이사	4
방탄소년단	Whalien 52	4
방탄소년단	Butterfly	3
방탄소년단	House Of Cards (Full Length Edition)	4
방탄소년단	Love Is Not Over (Full Length Edition)	2
방탄소년단	I NEED U (Urban Mix)	2
방탄소년단	I NEED U (Remix)	2
방탄소년단	RUN (Ballad Mix)	0
방탄소년단	RUN (Alternative Mix)	0
방탄소년단	Butterfly (Alternative Mix)	3
방탄소년단	불타오르네 (FIRE)	4
AKMU (악동뮤지션)	RE-BYE	0
AKMU (악동뮤지션)	사람들이 움직이는 게	4
AKMU (악동뮤지션)	새삼스럽게 왜	4
AKMU (악동뮤지션)	초록창가	4
아이오아이 (I.O.I)	Dream Girls	3
AKMU (악동뮤지션)	사소한 것에서	4
AKMU (악동뮤지션)	주변인	4
Crush	우아해 (woo ah)	4
VAV	Brotherhood	0
VAV	소문내지마	4
마마무 (Mamamoo)	섹시한 남자	2
티파니 (TIFFANY)	I Just Wanna Dance	4
케이윌	The Day	0
AOA	Good Luck	4
비아이지 (B.I.G)	BIG TRANSFORMER	0
비아이지 (B.I.G)	아프로디테 (APHRODITE)	4
비아이지 (B.I.G)	타올라	4
비아이지 (B.I.G)	RIGHT NOW	4
비아이지 (B.I.G)	듣고 있니	0
비아이지 (B.I.G)	데려다 줄게	4
몬스타엑스	Ex Girl (Feat. 휘인 Of 마마무)	0
몬스타엑스	걸어 (All in)	3
몬스타엑스	네게만 집착해	4
몬스타엑스	백설탕	4
몬스타엑스	반칙이야	4
몬스타엑스	Because of U	4
로미오 (ROMEO)	악몽	4
맵식스 (MAP6)	매력발산타임	4
맵식스 (MAP6)	밀당	4
백아연	쏘쏘	2
오마이걸 (OH MY GIRL)	WINDY DAY	4
오마이걸 (OH MY GIRL)	STUPID IN LOVE	3
오마이걸 (OH MY GIRL)	LIAR LIAR	4
오마이걸 (OH MY GIRL)	B612	4
오마이걸 (OH MY GIRL)	I FOUND LOVE	4
오마이걸 (OH MY GIRL)	KNOCK KNOCK	4
오마이걸 (OH MY GIRL)	한 발짝 두 발짝	4
오마이걸 (OH MY GIRL)	LIAR LIAR (Chinese Ver.)	4
어반자카파	널 사랑하지 않아	2
CLC	어느 별에서 왔니 (What Planet Are You From?)	4
CLC	아니야 (No Oh Oh)	4
CLC	하나, 둘, 셋	3
CLC	Day By Day	4
CLC	Dear My Friend	4
CLC	진작에	4
iKON	오늘 모해 (#WYD)	4
EXID	L.I.E	4
B1A4,서은광 (비투비),이창섭,허영지 (카라),A-JAX,에이프릴 (APRIL),오마이걸 (OH MY GIRL)	손끝의 사랑	3
소년공화국 (Boys Republic)	Hello (Japanese Ver.)	4
EXO	Monster	4
EXO	Lucky One	3
정키	바라지 않아 (Feat. 소정 Of 레이디스 코드)	0
EXO	Heaven	3
DIA (다이아)	Happy Ending	0
DIA (다이아)	그 길에서	0
DIA (다이아)	연습생	3
DIA (다이아)	널 기다려 (예빈)	0
DIA (다이아)	기억할게요 (은채)	4
DIA (다이아)	널 기다려 (DIA)	4
보아 (BoA)	No Matter What	4
Zion.T	신사 ($insa)	4
업텐션 (선율, 진후, 비토)	뛰어 (Run)	4
백예린	Bye bye my blue	4
매드타운 (MADTOWN)	빈칸	4
매드타운 (MADTOWN)	Yah할래! (Song by 이건, BUFFY)	4
매드타운 (MADTOWN)	비켜	4
매드타운 (MADTOWN)	LIE	2
씨스타	I Like That	2
폴킴	비	3
로미오 (ROMEO)	MIRO	4
로미오 (ROMEO)	Roller Coaster	4
로미오 (ROMEO)	Hello	4
로미오 (ROMEO)	Knock me out	4
로미오 (ROMEO)	삐딱해봤더니 (mama)	3
로미오 (ROMEO)	Back 2 You	0
HIGH4 (하이포)	하나의 하늘에 사는 날까지 (서울지방보훈청 나라사랑 캠페인송)	3
워너비 (WANNA.B)	왜요 (Why?)	4
태연 (TAEYEON)	Why	3
태연 (TAEYEON)	Starlight (Feat. DEAN)	3
소나무 (SONAMOO)	CLOSER	4
소나무 (SONAMOO)	센스넘쳐 (Sense Man)	4
소나무 (SONAMOO)	B.F	2
소나무 (SONAMOO)	넘나 좋은 것 (I Like U Too Much)	4
소나무 (SONAMOO)	SUGAR BABY	3
소나무 (SONAMOO)	I DO LOVE YOU	2
Zion.T	쿵	4
멜로디데이 (MelodyDay)	Paint Your Love	4
멜로디데이 (MelodyDay)	깔로 (Color)	4
멜로디데이 (MelodyDay)	Satellite	4
멜로디데이 (MelodyDay)	널 느끼고 널 느끼며	4
멜로디데이 (MelodyDay)	미워 미워 미워	0
멜로디데이 (MelodyDay)	비가 내리면 (Feat. 라비 Of 빅스)	0
VAV	No Doubt (노답)	0
VAV	신기루 (Mirrage)	4
VAV	Brotherhood	0
VAV	소문내지마	4
언니쓰	Shut Up (Feat. 유희열)	1
Zion.T	드러머 (Drummer) (Feat. 올티)	4
세븐틴	NO F.U.N	3
세븐틴	아주 NICE	4
세븐틴	힐링	3
세븐틴	SIMPLE	3
세븐틴	끝이 안보여	4
세븐틴	엄지척	4
세븐틴	예쁘다	4
세븐틴	이놈의 인기	4
세븐틴	유행가	4
세븐틴	Say Yes	2
세븐틴	떠내려가	0
세븐틴	아낀다 (Vocal Team Ver.)	4
세븐틴	만.세 (Hiphop Team Ver.)	4
세븐틴	Shining Diamond (Performance Team Ver.)	3
세븐틴	사랑쪽지 (Love Letter)	4
원더걸스	Why So Lonely	4
여자친구 (GFRIEND)	물들어요 (Fall in Love)	4
여자친구 (GFRIEND)	너 그리고 나 (NAVILLERA)	1
여자친구 (GFRIEND)	LOL	3
여자친구 (GFRIEND)	한 뼘 (Distance)	3
여자친구 (GFRIEND)	물꽃놀이 (Water Flower)	4
여자친구 (GFRIEND)	Mermaid	2
여자친구 (GFRIEND)	나의 일기장 (Sunshine)	3
여자친구 (GFRIEND)	나침반 (Compas)	3
여자친구 (GFRIEND)	찰칵 (Click)	3
여자친구 (GFRIEND)	바람에 날려 (Gone with the wind)	4
여자친구 (GFRIEND)	너 그리고 나 (NAVILLERA) (Inst.)	1
여자친구 (GFRIEND)	너 그리고 나 (NAVILLERA)	1
스누퍼 (SNUPER)	너=천국	3
스누퍼 (SNUPER)	캐리 (Carry)	4
비트윈 (BEATWIN)	니 여자친구	4
비트윈 (BEATWIN)	Broken	0
비트윈 (BEATWIN)	지겹다	2
비트윈 (BEATWIN)	Attention Part.2	4
허각	바다	4
오마이걸 (OH MY GIRL)	내 얘길 들어봐 (A-ing) (Feat. 스컬&하하)	3
오마이걸 (OH MY GIRL)	한여름의 크리스마스	0
오마이걸 (OH MY GIRL)	Je T`aime	2
오마이걸 (OH MY GIRL)	거짓말도 보여요	4
스탠딩 에그	여름밤에 우린	3
GOT7 (갓세븐)	Shaking The World	4
GOT7 (갓세븐)	Yo モリアガッテ Yo / Yo Moriagatteyo Yo (Yo 기분 Up시켜봐 Yo)	4
GOT7 (갓세븐)	GOT Ur Luv	4
GOT7 (갓세븐)	Laugh Laugh Laugh	4
GOT7 (갓세븐)	Be My Girl	4
GOT7 (갓세븐)	Around The World	4
GOT7 (갓세븐)	Love Train	4
GOT7 (갓세븐)	Jibberish	4
GOT7 (갓세븐)	O.M.G	4
GOT7 (갓세븐)	Angel	4
GOT7 (갓세븐)	Stay	4
GOT7 (갓세븐)	So Lucky	4
잔나비	뜨거운 여름밤은 가고 남은 건 볼품없지만	3
업텐션 (UP10TION)	오늘이 딱이야 (夜半逃走)	4
업텐션 (UP10TION)	예뻐 (Beautiful)	4
업텐션 (UP10TION)	오아시스 (OASIS)	4
업텐션 (UP10TION)	MAGIC	3
업텐션 (UP10TION)	행운이 되어줘 (Be My Luck)	4
멜로디데이 (MelodyDay)	Summer of Love	2
BLACKPINK	휘파람	4
아이오아이 (I.O.I)	Whatta Man (Good man)	4
EXO	Lotto	4
로미오 (ROMEO)	Treasure	4
로미오 (ROMEO)	악몽	4
로미오 (ROMEO)	MIRO	4
로미오 (ROMEO)	Roller Coaster	4
로미오 (ROMEO)	Hello	4
로미오 (ROMEO)	Knock me out	4
로미오 (ROMEO)	삐딱해봤더니 (mama)	3
로미오 (ROMEO)	Back 2 You	0
라붐 (LABOUM)	푱푱 (Shooting Love)	4
라붐 (LABOUM)	딩동 (Ding Dong)	4
라붐 (LABOUM)	달콤하게	4
라붐 (LABOUM)	Like U Love U (소연 With YUN Of LUNAFLY)	4
어반자카파	목요일 밤 (Feat. 빈지노)	4
볼빨간사춘기	우주를 줄게	4
볼빨간사춘기	나만 안되는 연애	3
마마무 (Mamamoo)	Angel (솔라 & 휘인)	4
마마무 (Mamamoo)	DAB DAB (문별 & 화사)	4
양다일	그리워	0
Red Velvet (레드벨벳)	러시안 룰렛 (Russian Roulette)	4
Red Velvet (레드벨벳)	Lucky Girl	4
Red Velvet (레드벨벳)	Bad Dracula	4
Red Velvet (레드벨벳)	Sunny Afternoon	3
Red Velvet (레드벨벳)	Fool	4
Red Velvet (레드벨벳)	Some Love	4
Red Velvet (레드벨벳)	My Dear	3
Red Velvet (레드벨벳)	러시안 룰렛 (Russian Roulette)	4
DIA (다이아)	7과 4분의3 (널+만나러+가는+길)	4
DIA (다이아)	Mr. Potter	4
DIA (다이아)	꽃, 바람 그리고 너 (DIA Ver.)	4
DIA (다이아)	#더럽 (The love...)	3
유재석	Dancing King	3
인피니트	태풍 (The Eye)	0
마마무 (Mamamoo)	NEW YORK	4
마마무 (Mamamoo)	NEW YORK	4
케이윌	그게 뭐라고	4
오마이걸 (OH MY GIRL)	너의 귓가에 안녕	4
Apink (에이핑크)	내가 설렐 수 있게	3
GOT7 (갓세븐)	skyway	4
GOT7 (갓세븐)	하드캐리	4
GOT7 (갓세븐)	Boom x3	3
GOT7 (갓세븐)	Prove It	3
GOT7 (갓세븐)	노잼	3
GOT7 (갓세븐)	HEY	4
GOT7 (갓세븐)	Mayday	4
GOT7 (갓세븐)	My Home	4
GOT7 (갓세븐)	Who`s That	4
GOT7 (갓세븐)	만약에	4
GOT7 (갓세븐)	아파	0
GOT7 (갓세븐)	니꿈꿔	4
GOT7 (갓세븐)	Let Me	4
소년공화국 (Boys Republic)	Only Girl	4
소년공화국 (Boys Republic)	So Fantasic	4
몬스타엑스	Fighter	4
몬스타엑스	Be Quiet	3
몬스타엑스	Blind	4
몬스타엑스	Queen	4
몬스타엑스	하얀소녀	4
몬스타엑스	Roller Coaster	4
방탄소년단	Intro : Boy Meets Evil	4
방탄소년단	피 땀 눈물	0
방탄소년단	Begin	3
방탄소년단	Lie	4
방탄소년단	Stigma	4
방탄소년단	First Love	0
방탄소년단	Reflection	4
방탄소년단	MAMA	4
방탄소년단	Awake	4
방탄소년단	Lost	4
방탄소년단	BTS Cypher 4	4
방탄소년단	Am I Wrong	3
방탄소년단	21세기 소녀	4
방탄소년단	둘! 셋! (그래도 좋은 날이 더 많기를)	3
방탄소년단	Interlude : Wings	4
방탄소년단	피 땀 눈물	0
오마이걸 (OH MY GIRL)	Ma Friend	4
레이디스 코드	Lorelei	4
레이디스 코드	The Rain	0
레이디스 코드	Jane Doe	4
다비치	내 옆에 그대인 걸	2
Crush	어떻게 지내	4
아이오아이 (I.O.I)	너무너무너무	4
박재범	All I Wanna Do (K) (Feat. Hoody, Loco)	3
블락비 바스타즈	이기적인 걸	4
TWICE (트와이스)	TT	1
TWICE (트와이스)	1 TO 10	3
TWICE (트와이스)	PONYTAIL	3
TWICE (트와이스)	JELLY JELLY	4
TWICE (트와이스)	PIT-A-PAT	4
TWICE (트와이스)	NEXT PAGE	4
TWICE (트와이스)	ONE IN A MILLION	3
TWICE (트와이스)	TT	1
오마이걸 (OH MY GIRL)	너의 귓가에 안녕	4
몬스타엑스	부나비 (The Tiger Moth)	3
블락비 바스타즈	이기적인 걸	4
블락비 바스타즈	Make It Rain	4
블락비 바스타즈	That`s Right	4
블락비 바스타즈	타이트하게	4
블락비 바스타즈	숨은 그림 찾기	4
EXO-CBX (첸백시)	Hey Mama!	3
베리굿 (BerryGood)	안 믿을래	0
베리굿 (BerryGood)	하나하나 (1 to 10)	3
베리굿 (BerryGood)	나와 사랑을 해	2
베리굿 (BerryGood)	Sugar Sugar	4
태연 (TAEYEON)	11:11	3
BLACKPINK	불장난	4
마마무 (Mamamoo)	그리고 그리고 그려봐	3
마마무 (Mamamoo)	Decalcomanie (데칼코마니)	4
마마무 (Mamamoo)	NEW YORK	4
마마무 (Mamamoo)	Moderato (Feat. Hash Swan)	4
마마무 (Mamamoo)	Angel	4
마마무 (Mamamoo)	DAB DAB	4
마마무 (Mamamoo)	놓지 않을게	0
마마무 (Mamamoo)	기대해도 좋은 날	4
탑독	Perfume	4
탑독	비가 와서 그래	4
탑독	Sunshine	4
탑독	뭐랄까나	4
탑독	Flower	4
탑독	Blind	4
탑독	Good morning	4
탑독	Emotion (Glitch mix)	4
마마무 (Mamamoo)	Decalcomanie (데칼코마니)	4
방탄소년단	INTRODUCTION : YOUTH	4
방탄소년단	RUN (Japanese Ver.)	4
방탄소년단	FIRE (Japanese Ver.)	4
방탄소년단	DOPE-超ヤベ-！- (쩔어) (Japanese Ver.)	4
방탄소년단	Good Day	4
방탄소년단	Save ME (Japanese Ver.)	4
방탄소년단	フンタン少年團 (흥탄소년단) (Japanese Ver.)	4
방탄소년단	ペップセ (뱁새) (Japanese Ver.)	4
방탄소년단	Wishing on a star	4
방탄소년단	Butterfly (Japanese Ver.)	4
방탄소년단	FOR YOU	4
방탄소년단	I NEED U (Japanese Ver.)	4
방탄소년단	EPILOGUE : Young Forever (Japanese Ver.)	4
몬스타엑스	부나비 (The Tiger Moth)	3
문문 (MoonMoon)	비행운	4
마마무 (Mamamoo)	언제나 그대 내 곁에	3
스누퍼 (SNUPER)	It`s raining	2
스누퍼 (SNUPER)	쓰다 (So much in love)	0
스누퍼 (SNUPER)	럭키 (Lucky)	4
스누퍼 (SNUPER)	나를 보내지마 (Please Don`t)	4
김희철	나비잠 (Sweet Dream)	0
업텐션 (UP10TION)	하얗게 불태웠어	3
업텐션 (UP10TION)	전력질주	4
업텐션 (UP10TION)	왜냐하면	0
업텐션 (UP10TION)	빠져가지고	4
업텐션 (UP10TION)	Just Like That	4
지코 (ZICO)	BERMUDA TRIANGLE (Feat. Crush, DEAN)	4
하하,오마이걸 (OH MY GIRL)	화이트 (White) (Feat. 엠타이슨)	3
라붐 (LABOUM)	겨울동화	2
세븐틴	BEAUTIFUL	4
세븐틴	붐붐	4
세븐틴	HIGHLIGHT	3
세븐틴	기대	4
세븐틴	빠른 걸음	4
세븐틴	몰래 듣지 마요	4
세븐틴	글쎄	0
세븐틴	웃음꽃	4
여자친구 (GFRIEND),피카친구	주머니 속 편지	4
여자친구 (GFRIEND),피카친구	주머니 속 편지 (Full Ver.)	4
헤이즈 (Heize)	저 별	4
소나무 (SONAMOO)	First Kiss	3
풍뎅이 (PDE)	징글벨 (Jingle Bells)	4
비트윈 (BEATWIN)	태양이 뜨면	4
10CM	내 눈에만 보여	4
Lasse Lindh	Hush	4
VAV	겨울잠 (Here I am)	3
현아,장현승,비투비,노지훈,CLC,펜타곤	Special Christmas	4
Crush	Beautiful	0
EXO	For Life	4
베리굿 (BerryGood)	힘을 내	3
볼빨간사춘기	좋다고 말해	4
티파니 (TIFFANY),김종국,다이나믹 듀오,여진구,김유정,에디킴,전현무	Talk About Love	3
에디킴	이쁘다니까	4
멜로디데이 (MelodyDay)	BEAUTIFUL DAY	2
정준일	첫 눈	0
AKMU (악동뮤지션)	오랜 날 오랜 밤	0
에이프릴 (APRIL)	봄의 나라 이야기	4
에이프릴 (APRIL)	지금 모습 이대로	0
에이프릴 (APRIL)	시간아 멈춰라	3
에이프릴 (APRIL)	WOW	4
에이프릴 (APRIL)	Fine Thank You	4
에이프릴 (APRIL)	꿈사탕 (Special Ver.)	4
에이프릴 (APRIL)	Muah! (Special Ver.)	4
에이프릴 (APRIL)	Snowman (Special Ver.)	4
DAY6 (데이식스)	아 왜 (I Wait)	4
DAY6 (데이식스)	겨울이 간다	4
레이디스 코드	Butterfly	3
어반자카파	소원	4
소나무 (SONAMOO)	내 맘대로 해	4
소나무 (SONAMOO)	나 너 좋아해?	3
소나무 (SONAMOO)	오렌지 카푸치노	4
소나무 (SONAMOO)	Talk About U	4
칠학년일반	나를 기억해주세요	0
L.A.U	그리운다	2
마마무 (Mamamoo)	LOVE	4
마마무 (Mamamoo)	LOVE	4
CLC	Liar	4
CLC	도깨비	4
CLC	Mistake	4
CLC	미유미유 (Meow Meow)	1
CLC	말이야	4
CLC	눈물병	2
아이오아이 (I.O.I)	소나기	0
헤이즈 (Heize)	Round and round (Feat. 한수지)	4
수지 (SUZY)	행복한 척	2
멜로디데이 (MelodyDay)	바빠 보여요 (Feat. 정일훈 Of 비투비)	3
Red Velvet (레드벨벳)	Rookie	4
Red Velvet (레드벨벳)	Little Little	3
Red Velvet (레드벨벳)	Happily Ever After	4
Red Velvet (레드벨벳)	Talk To Me	3
Red Velvet (레드벨벳)	Body Talk	0
Red Velvet (레드벨벳)	마지막 사랑 (Last Love)	0
Zion.T	노래	4
Zion.T	Complex (feat. G-DRAGON)	4
Zion.T	미안해 (feat. Beenzino)	4
Red Velvet (레드벨벳)	Rookie	4
Zion.T	영화관	4
두번째달,레이디스 코드	그럴 땐	3
DAY6 (데이식스)	예뻤어	0
DAY6 (데이식스)	My Day	3
블락비 (Block B)	YESTERDAY	4
비트윈 (BEATWIN)	떠나지 말아요	0
방탄소년단	Intro : Boy Meets Evil	4
방탄소년단	피 땀 눈물	0
방탄소년단	Begin	3
방탄소년단	Lie	4
방탄소년단	Stigma	4
방탄소년단	First Love	0
방탄소년단	Reflection	4
방탄소년단	MAMA	4
방탄소년단	Awake	4
방탄소년단	Lost	4
방탄소년단	BTS Cypher 4	4
방탄소년단	Am I Wrong	3
방탄소년단	21세기 소녀	4
방탄소년단	둘! 셋! (그래도 좋은 날이 더 많기를)	3
방탄소년단	봄날	0
방탄소년단	Not Today	4
방탄소년단	Outro : Wings	4
방탄소년단	A Supplementary Story : You Never Walk Alone	3
비아이지 (B.I.G)	1.2.3	3
방탄소년단	봄날	0
빅플로	STARDOM	4
빅플로	때로는	2
빅플로	BETTER LIFE	3
멜로디데이 (MelodyDay)	KISS ON THE LIPS	4
멜로디데이 (MelodyDay)	MIX & MATCH	4
멜로디데이 (MelodyDay)	흔한 멜로디 (Feat. JQ)	4
멜로디데이 (MelodyDay)	LIKE U	4
멜로디데이 (MelodyDay)	GIFT	2
멜로디데이 (MelodyDay)	바빠 보여요 (Feat. 정일훈 Of 비투비)	3
DEAN	넘어와 (Feat. 백예린)	4
베리굿 (BerryGood)	Hello	4
VAV	비너스 (Dance With Me)	3
L.A.U	남.사.못 (남자는 사랑을 못잊는다)	2
TWICE (트와이스)	KNOCK KNOCK	0
TWICE (트와이스)	녹아요	4
TWICE (트와이스)	1 TO 10	3
TWICE (트와이스)	PONYTAIL	3
TWICE (트와이스)	JELLY JELLY	4
TWICE (트와이스)	PIT-A-PAT	4
TWICE (트와이스)	NEXT PAGE	4
TWICE (트와이스)	ONE IN A MILLION	3
TWICE (트와이스)	KNOCK KNOCK	0
러블리즈	WoW!	4
러블리즈	Cameo	4
러블리즈	Emotion	0
러블리즈	새벽별 (Babysoul & Kei & JIN)	4
러블리즈	첫눈	0
러블리즈	똑똑	4
러블리즈	The (Lee Mi-Joo & Ryu Su-Jeong & Jeong Ye-In)	4
러블리즈	Night and Day	4
러블리즈	숨바꼭질	4
