singer	title	cluster
이창민,멜로디데이 (MelodyDay)	마지막 처음	3
베리굿 (BerryGood)	Love Letter	2
베리굿 (BerryGood)	Love Letter (Marcan. Edit)	2
베리굿 (BerryGood)	Love Letter (Acoustic Ver.)	2
칠학년일반	Always	3
Wa$$up 	Fire (Feat. 엠타이슨)	4
마마무 (Mamamoo),긱스 (Geeks)	히히하헤호	4
탑독	아마데우스 (Amadeus)	4
탑독	TOPDOG	4
탑독	살리에리 (Salieri)	4
마마무 (Mamamoo)	Hello	4
마마무 (Mamamoo)	Mr.애매모호	4
마마무 (Mamamoo)	히히하헤호(With 긱스)	4
마마무 (Mamamoo)	Baton Touch	4
마마무 (Mamamoo)	내맘이야 (화사 Solo)	4
마마무 (Mamamoo)	행복하지마 (With 범키)	4
GOT7 (갓세븐)	U Got Me	3
GOT7 (갓세븐)	A	4
GOT7 (갓세븐)	나쁜 짓	0
GOT7 (갓세븐)	Good Tonight	3
GOT7 (갓세븐)	Forever Young	3
GOT7 (갓세븐)	A (`collapsedone` Remix)	4
GOT7 (갓세븐)	A (TOYO Remix)	4
GOT7 (갓세븐)	A (FRANTS Remix)	4
빅플로	First Flow (Intro)	4
빅플로	딜라일라 (Delilah)	4
빅플로	뭐해또해 (It`s You, Again)	0
빅플로	Fly	3
히스토리	I Got U	3
히스토리	Psycho	4
히스토리	태양은 없다	4
히스토리	It`s Alright	4
히스토리	Blue Moon	0
비트윈 (BEATWIN)	I,NO	3
WINGS	꽃이 폈어요 (Feat. 배치기)	0
WINGS	Hair Short (헤어숏)	4
비아이지 (B.I.G)	안녕하세요	4
베스티	별처럼 (Like a star)	3
조pd (ZoPD),탑독	이건 아니지 않나 싶어	0
마마무 (Mamamoo)	Love Lane	4
멜로디데이 (MelodyDay)	기다려본다	0
소년공화국 (Boys Republic)	예쁘게 입고 나와	4
베스티	Hot Baby	4
베스티	별처럼 (Like a star)	3
베스티	롤러걸 (Roller Girl)	4
베스티	I`m So Into You	0
베스티	Thank U Very Much	4
베스티	연애의 조건 (Love Options)	4
베스티	두근두근 (Pit Pat) Remix	4
LC9	에덴의 동쪽	0
HIGH4 (하이포),Lim Kim	해요 말고 해	4
Red Velvet (레드벨벳)	행복 (Happiness)	4
레이디스 코드	KISS KISS	4
멜로디데이 (MelodyDay)	이거야 정말	4
WINNER	공허해	0
WINNER	컬러링	0
WINNER	끼부리지마	4
WINNER	걔 세	4
WINNER	척	4
WINNER	고백하는 거야	3
WINNER	사랑하지마	2
WINNER	Different	4
WINNER	이 밤	0
WINNER	Smile Again	4
이종현,멜로디데이 (MelodyDay)	사실은 말야	0
멜로디데이 (MelodyDay)	사랑을 몰라서	2
방탄소년단	Intro : What Am I To You	4
방탄소년단	Danger	4
방탄소년단	호르몬 전쟁	4
방탄소년단	힙합성애자	4
방탄소년단	Let Me Know	4
방탄소년단	Rain	4
방탄소년단	BTS Cypher PT.3 : KILLER (Feat. Supreme Boi)	4
방탄소년단	핸드폰 좀 꺼줄래	4
방탄소년단	이불킥	4
방탄소년단	24/7=heaven	4
방탄소년단	여기 봐	4
방탄소년단	2학년	4
방탄소년단	Outro : 그게 말이 돼?	4
JJCC (제이제이씨씨)	빙빙빙 (Oneway)	4
JJCC (제이제이씨씨)	니가 떠나간다	0
JJCC (제이제이씨씨)	Be Good	4
탑독	아마데우스 (Amadeus)	4
탑독	TOPDOG	4
탑독	살리에리 (Salieri)	4
탑독	이건 아니지 않나 싶어 (With 조pd)	0
탑독	나 왜이래	4
탑독	Peekaboo	4
비트윈 (BEATWIN)	일루션 (illusion)	4
비트윈 (BEATWIN)	I,NO	3
HIGH4 (하이포)	Say Yes	4
HIGH4 (하이포)	뱅뱅뱅	4
HIGH4 (하이포)	True Love	0
HIGH4 (하이포)	Time Out	2
HIGH4 (하이포),Lim Kim	해요 말고 해	4
HIGH4 (하이포),아이유	봄 사랑 벚꽃 말고	2
라붐 (LABOUM)	두근두근	4
라붐 (LABOUM)	주문을 풀어 (La li:lalala)	2
라붐 (LABOUM)	어떡할래	4
멜로디데이 (MelodyDay)	사랑을 몰라서	2
마마무 (Mamamoo)	Love Lane	4
베스티	니가 필요해 (I Need You)	2
베스티	Hot Baby	4
베스티	별처럼 (Like A Star)	3
베스티	롤러걸 (Roller Girl)	4
베스티	I`m So Into You	0
베스티	Thank U Very Much	4
베스티	연애의 조건 (Love Options)	4
베스티	두근두근 (Pit Pat) (Remix)	4
에이코어 (A.KOR)	But Go	0
스피카.S	남주긴 아까워?	2
로꼬,마마무 (Mamamoo)	이 노래	2
매드타운 (MADTOWN)	MAD TOWN	4
매드타운 (MADTOWN)	YOLO	4
매드타운 (MADTOWN)	What`s Your Number?	4
매드타운 (MADTOWN)	Stunning	4
Red Velvet (레드벨벳)	Be Natural (Feat. SR14B `TAEYONG (태용)`)	3
크레용팝-딸기우유	OK	4
크레용팝-딸기우유	Feel So Good	4
크레용팝-딸기우유	Hello	2
크레용팝-딸기우유	알려주세요	4
비트윈 (BEATWIN)	You`re My Everything	2
UNIQ (유니크)	Falling In Love	0
UNIQ (유니크)	Born To Fight	4
비아이지 (B.I.G)	준비됐나요	4
탑독	애니 (Annie)	3
핫샷 (HOTSHOT)	Take A Shot	4
라붐 (LABOUM)	어떡할래	4
라붐 (LABOUM)	Winter party	3
멜로디데이 (MelodyDay)	Listen To My Heart	3
로꼬,마마무 (Mamamoo)	이 노래	2
칠학년일반	이별파이팅	2
소년공화국 (Boys Republic)	진짜가 나타났다	4
소년공화국 (Boys Republic)	인형	4
소년공화국 (Boys Republic)	Pump	4
소년공화국 (Boys Republic)	가운데	4
소년공화국 (Boys Republic)	몽유 (Somnambulance)	0
소년공화국 (Boys Republic)	예쁘게 입고 나와	4
소년공화국 (Boys Republic)	Video Game	4
풍뎅이 (PDE)	배추보쌈	4
러블리즈	Candy Jelly Love	4
러블리즈	어제처럼 굿나잇	4
러블리즈	이별 Chapter 1	0
러블리즈	비밀여행	4
러블리즈	남보다 못한 사이 (Feat. 휘성) (Babysoul Solo)	4
러블리즈	그녀는 바람둥이야 (Feat. 동우 Of 인피니트) (Babysoul&Kei)	4
러블리즈	Delight (Yoo Ji-Ae Solo)	0
러블리즈	너만 없다 (JIN Solo)	4
워너비 (WANNA.B)	My Type	4
GOT7 (갓세븐)	하지하지마	4
GOT7 (갓세븐)	Gimme	4
GOT7 (갓세븐)	손이 가	4
GOT7 (갓세븐)	너란 Girl	4
GOT7 (갓세븐)	그냥 오늘밤	3
GOT7 (갓세븐)	볼륨을 올려줘	4
GOT7 (갓세븐)	그대로 있어도 돼	0
GOT7 (갓세븐)	달빛	3
GOT7 (갓세븐)	She`s a monster	4
GOT7 (갓세븐)	Girls Girls Girls	4
GOT7 (갓세븐)	A	4
마마무 (Mamamoo)	Piano Man	4
마마무 (Mamamoo)	Gentleman (With eSNa)	4
마마무 (Mamamoo)	Piano Man (Piano Ver.)	4
방탄소년단	Danger (Mo-Blue-Mix) (Feat. Thanh)	4
GD X TAEYANG	GOOD BOY	4
Wa$$up 	Showtime	4
Wa$$up 	시끄러워U	4
Wa$$up 	Stupid Liar (Feat. 니화)	4
Wa$$up 	어딜 쳐다 봐 (Nada Solo)	4
Wa$$up 	안아줘	4
Wa$$up 	시끄러워U (Club Mix-DJ백승 MIX)	4
Wa$$up 	시끄러워U (Inst.)	4
Wa$$up 	Showtime (Inst.)	4
빅플로	Second Flow (Intro)	4
빅플로	Bad Mama Jama	4
빅플로	Beautiful Girl	4
빅플로	가끔 (Sometimes) (Feat. 우이경)	0
인피니트F	가슴이 뛴다	0
인피니트F	너라서	4
인피니트F	My Girl	4
멜로디데이 (MelodyDay)	Listen To My Heart	3
크레용팝,비에이 (Be.A),단발머리,짠짠	러브 크리스마스 (Love Christmas)	4
멜로디데이 (MelodyDay)	겁나 (Feat. 매드클라운)	4
비아이지 (B.I.G)	Last Christmas	4
칠학년일반	Hey You	0
소나무 (SONAMOO)	Into me (Intro)	4
소나무 (SONAMOO)	Deja Vu	4
소나무 (SONAMOO)	Love Call	4
소나무 (SONAMOO)	국민 여동생	4
소나무 (SONAMOO)	가는거야	3
소나무 (SONAMOO)	아낌없이 주는 나무	2
UNIQ (유니크)	Falling In Love (Chinese Ver.)	4
HIGH4 (하이포)	비슷해	4
마마무 (Mamamoo)	잠깐만	4
JJCC (제이제이씨씨)	질러 (Fire)	4
여자친구 (GFRIEND)	유리구슬 (Glass Bead)	4
여자친구 (GFRIEND)	Neverland	3
여자친구 (GFRIEND)	White (하얀마음)	2
GOT7 (갓세븐)	AROUND THE WORLD	4
GOT7 (갓세븐)	SO LUCKY	4
인피니트H	예뻐	4
인피니트H	어디 안 가 (Feat. 양다일)	4
인피니트H	부딪쳐 (Feat. 류수정 of 러블리즈)	4
인피니트H	바빠서 Sorry (Feat. 스윙스, 샴페인 of 샴페인&캔들)	4
인피니트H	지킬 앤 하이드 (Feat. 태완)	4
인피니트H	니가 미치지 않고서야 (Feat. 산체스 of 팬텀)	4
에이코어 (A.KOR)	Always	4
에이코어 (A.KOR)	Always (Acoustic Ver.)	4
에이코어 (A.KOR)	Always (Inst.)	4
기리보이,매드클라운,주영,몬스타엑스	0 (YOUNG) (Feat. 노머시)	4
마마무 (Mamamoo)	내 눈 속엔 너 (My Everything)	2
베리굿 (Berry Good)	요즘 너 때문에 난	4
베리굿 (Berry Good)	요즘 너 때문에 난 (Acoustic Ver.)	4
티아라,스피드,더 씨야,승희	나를 잊지 말아요	0
몬스타엑스	인터스텔라 (Feat. Yella Diamond) (Performed by 주헌, 형원, I.M)	4
마마무 (Mamamoo)	깊은 밤을 날아서	4
비에이 (Be.A)	12월 24일	0
그냥노창,정기고,BILL STAX (빌스택스),몬스타엑스	히읗 (Feat. 노머시)	4
러블리즈	Candy Jelly Love	4
러블리즈	안녕 (Hi~)	4
러블리즈	놀이공원	4
러블리즈	어제처럼 굿나잇	4
러블리즈	이별 Chapter 1	0
러블리즈	비밀여행	4
러블리즈	남보다 못한 사이 (Feat. 휘성) (Babysoul Solo)	4
러블리즈	그녀는 바람둥이야 (Feat. 동우 Of 인피니트) (Babysoul&Kei)	4
러블리즈	Delight (Yoo Ji-Ae Solo)	0
러블리즈	너만 없다 (JIN Solo)	4
비아이지 (B.I.G)	밤과 음악 사이	4
비에이 (Be.A)	어항 속 물고기	4
마마무 (Mamamoo)	내 눈 속엔 너 (My Everything)	2
매드타운 (MADTOWN)	LALALA	4
매드타운 (MADTOWN)	드루와	4
매드타운 (MADTOWN)	니가 필요한가봐	4
매드타운 (MADTOWN)	심각해	4
스누퍼 (SNUPER)	하이드 지킬	4
Red Velvet (레드벨벳)	Ice Cream Cake	4
Red Velvet (레드벨벳)	Automatic	3
Red Velvet (레드벨벳)	Somethin Kinda Crazy	4
Red Velvet (레드벨벳)	Stupid Cupid	2
Red Velvet (레드벨벳)	Take It Slow	4
Red Velvet (레드벨벳)	사탕 (Candy)	4
CLC	카페모카 주세요	4
CLC	Pepe	4
CLC	샤랄라 (Sharala)	2
CLC	첫사랑	2
CLC	창문을 열고	4
핫샷 (HOTSHOT)	Midnight Sun	3
라붐 (LABOUM)	Sugar Sugar	4
라붐 (LABOUM)	장난햅	4
라붐 (LABOUM)	Fantasy	3
마마무 (Mamamoo),에스나 (eSNa)	AHH OOP! (아훕!)	4
마마무 (Mamamoo)	삼포로 가는 길	4
JJCC (제이제이씨씨)	꽃밭에서 (Feat. 정훈희)	4
블락비 바스타즈	품행제로	4
블락비 바스타즈	찰리채플린	4
블락비 바스타즈	도둑 (Thief)	4
블락비 바스타즈	Nobody But You	2
블락비 바스타즈	배째 (Feat. 인크레더블)	4
CLC	Eighteen	2
오마이걸 (OH MY GIRL)	OH MY GIRL!	3
오마이걸 (OH MY GIRL)	CUPID	4
오마이걸 (OH MY GIRL)	HOT SUMMER NIGHTS	4
오마이걸 (OH MY GIRL)	궁금한걸요	2
UNIQ (유니크)	EOEO	4
UNIQ (유니크)	Luv Again	0
UNIQ (유니크)	Listen To Me	4
UNIQ (유니크)	Falling In Love	0
UNIQ (유니크)	Born To Fight	4
핫샷 (HOTSHOT)	Midnight sun	3
핫샷 (HOTSHOT)	Watch out	4
핫샷 (HOTSHOT)	Rain on me	2
핫샷 (HOTSHOT)	Take a shot	4
방탄소년단	Intro : 화양연화	3
방탄소년단	I NEED U	2
방탄소년단	잡아줘 (Hold Me Tight)	0
방탄소년단	SKIT : Expectation!	4
방탄소년단	쩔어	4
방탄소년단	흥탄소년단	4
방탄소년단	Converse High	4
방탄소년단	이사	4
방탄소년단	Outro : Love is Not Over	2
몬스타엑스	끌리는 여자 (Performed By 기현, 주헌)	4
로미오 (ROMEO)	Smile	4
로미오 (ROMEO)	예쁘니까	4
로미오 (ROMEO)	데이지 (Daisy)	2
로미오 (ROMEO)	너의 목소리	4
베스티	Excuse Me	2
베스티	Hush Baby	4
베스티	싱글베드 (Single Bed)	4
베스티	I`m So Fine (Feat. 알맹)	4
베스티	이런 날	2
풍뎅이 (PDE)	역전	3
몬스타엑스	무단침입 (Trespass)	4
몬스타엑스	출구는 없어 (No Exit)	4
몬스타엑스	One Love	2
몬스타엑스	솔직히 말할까 (Narr.다솜 Of 씨스타) (Honestly)	0
몬스타엑스	훔쳐 (Steal Your Heart)	4
몬스타엑스	Blue Moon	0
몬스타엑스	인터스텔라 (Feat. Yella Diamond) (Performed by 주헌, 형원, I.M) (Interstellar)	4
엔플라잉 (N.Flying)	One N Only	4
엔플라잉 (N.Flying)	기가 막혀 (Awesome)	4
엔플라잉 (N.Flying)	가슴이 놀래 (Heartbreak)	4
엔플라잉 (N.Flying)	All In	4
엔플라잉 (N.Flying)	1분 (1 Minute)	0
히스토리	Mind Game	4
히스토리	죽어버릴지도 몰라	4
히스토리	Ghost	1
히스토리	Slow Down	0
히스토리	죽어버릴지도 몰라 (Inst.)	4
CLC	Hey-yo	4
CLC	궁금해	4
CLC	Lucky	4
CLC	숨바꼭질	4
CLC	어쩌죠	0
몬스타엑스	끌리는 여자 (Performed by 기현, 주헌)	4
세븐틴	Shining Diamond	3
세븐틴	아낀다	4
세븐틴	Ah Yeah	4
세븐틴	Jam Jam	4
세븐틴	20	3
스피드	What U	4
스피드	Rose	4
스피드	선물 같은 단 한 사람 (Baby U)	3
칠학년일반	하얀바람	4
HIGH4 (하이포)	Baby Boy	4
소년공화국 (Boys Republic)	Hello	0
소년공화국 (Boys Republic)	Hello (Acoustic Ver.)	0
멜로디데이 (MelodyDay)	#LoveMe	4
멜로디데이 (MelodyDay)	Oh, My Guy (Narr. 장이정 Of HISTORY)	4
멜로디데이 (MelodyDay)	겁나 (Feat. 매드클라운)	4
마마무 (Mamamoo)	Freakin Shoes	4
마마무 (Mamamoo)	음오아예 (Um Oh Ah Yeh)	4
마마무 (Mamamoo)	따끔	4
마마무 (Mamamoo)	갑과 을 (No no no)	4
마마무 (Mamamoo)	Self Camera	4
마마무 (Mamamoo)	AHH OOP! (아훕!)	4
마마무 (Mamamoo)	음오아예 (Um Oh Ah Yeh) (Acappella Ver.)	4
빅플로	우리, 이젠 (서울지방보훈청 나라사랑 캠페인송)	3
핫샷 (HOTSHOT)	Midnight sun	3
핫샷 (HOTSHOT)	I`m a HOTSHOT	3
핫샷 (HOTSHOT)	Watch out	4
핫샷 (HOTSHOT)	Rain on me	2
핫샷 (HOTSHOT)	Take a shot	4
GOT7 (갓세븐)	딱 좋아 (Just right)	4
GOT7 (갓세븐)	보름달이 뜨기 전에	4
GOT7 (갓세븐)	온몸이 반응해	4
GOT7 (갓세븐)	Nice	3
GOT7 (갓세븐)	Mine	3
GOT7 (갓세븐)	Back To Me	0
엔오엠	#ONLY U (For NEYB)	3
몬스타엑스	끌리는 여자 (Performed By 기현, 주헌)	4
소나무 (SONAMOO)	CUSHION	4
소나무 (SONAMOO)	빙그르르	4
소나무 (SONAMOO)	깊어	2
소나무 (SONAMOO)	OK	4
소나무 (SONAMOO)	다 거짓말	0
소나무 (SONAMOO)	상영시간 무한대	4
워너비 (WANNA.B)	전체 차렷 (Attention)	4
여자친구 (GFRIEND)	오늘부터 우리는 (Me Gustas Tu)	3
여자친구 (GFRIEND)	하늘 아래서	3
여자친구 (GFRIEND)	One	3
여자친구 (GFRIEND)	기억해 (My Buddy)	1
소년공화국 (Boys Republic)	촛불 (Candle Love)	2
멜로디데이 (MelodyDay)	어부의 딸	4
베리굿 (BerryGood)	하나의 사랑	0
빅스LR	Beautiful Liar	0
빅스LR	Remember	0
빅스LR	할 말 (레오 Solo)	4
빅스LR	Ghost (라비 Solo)	4
빅스LR	My Light (Song by 빅스)	3
빅스LR	Beautiful Liar (Inst.)	0
JJCC (제이제이씨씨)	어디야	4
JJCC (제이제이씨씨)	트라우마 (Feat. 유진 of 더 씨야)	4
JJCC (제이제이씨씨)	불면증	4
JJCC (제이제이씨씨)	불면증 (Rap Ver.)	4
JJCC (제이제이씨씨)	불면증 (Ver.2)	4
에이프릴 (APRIL)	꿈사탕	4
에이프릴 (APRIL)	Hurry Hurry	3
에이프릴 (APRIL)	Knock Knock	4
에이프릴 (APRIL)	느낌	2
에이프릴 (APRIL)	Luv Me x3	4
에이프릴 (APRIL)	스릴러	2
탑독	비켜줄래	3
투아이즈 (2EYES)	PIPPI	4
비트윈 (BEATWIN)	Attention	4
비트윈 (BEATWIN)	STALKER (스토커)	1
비트윈 (BEATWIN)	Beautiful Night	4
비트윈 (BEATWIN)	갖고싶니 (She`s My Girl)	3
비트윈 (BEATWIN)	일루션 (illusion)	4
칠학년일반	Always (2015 Ver.)	0
DAY6 (데이식스)	Free하게	3
DAY6 (데이식스)	이상하게 계속 이래	4
DAY6 (데이식스)	Congratulations	0
DAY6 (데이식스)	버릇이 됐어	4
DAY6 (데이식스)	태양처럼	4
DAY6 (데이식스)	Colors	4
레이디스 코드	아파도 웃을래	0
몬스타엑스	신속히 (RUSH)	4
몬스타엑스	HERO	4
몬스타엑스	Perfect Girl	4
몬스타엑스	Amen	4
몬스타엑스	삐뚤어질래 (Gone Bad)	4
몬스타엑스	Broken Heart	3
Red Velvet (레드벨벳)	Dumb Dumb	4
Red Velvet (레드벨벳)	Huff n Puff	4
Red Velvet (레드벨벳)	Campfire	3
Red Velvet (레드벨벳)	Red Dress	4
Red Velvet (레드벨벳)	Oh Boy	3
Red Velvet (레드벨벳)	Lady`s Room	4
Red Velvet (레드벨벳)	Time Slip	3
Red Velvet (레드벨벳)	Don`t U Wait No More	4
Red Velvet (레드벨벳)	Day 1	4
Red Velvet (레드벨벳)	Cool World	3
세븐틴	표정관리	4
세븐틴	만세	4
세븐틴	어른이 되면	4
세븐틴	OMG	4
세븐틴	ROCK	4
업텐션 (UP10TION)	위험해 (SO, DANGEROUS)	4
업텐션 (UP10TION)	그대로 (Come as you are)	4
업텐션 (UP10TION)	Never Ending	0
업텐션 (UP10TION)	Phoenix	0
업텐션 (UP10TION)	Come with me	3
DIA (다이아)	음악 들을래	4
DIA (다이아)	Lean On Me (Feat. Microdot)	4
DIA (다이아)	왠지 (Somehow)	1
DIA (다이아)	내 친구의 남자친구	4
DIA (다이아)	내 마음에 별 하나	3
DIA (다이아)	어제처럼	0
DIA (다이아)	제자리	4
DIA (다이아)	Say Hello	4
DIA (다이아)	왠지 (Chinese Ver.)	1
DIA (다이아)	왠지 (Acoustic Ver.)	1
마마무 (Mamamoo)	Girl Crush	4
베리굿 (Berry Good)	내 첫사랑	4
GOT7 (갓세븐)	니가 하면	4
GOT7 (갓세븐)	손들어	1
GOT7 (갓세븐)	느낌이 좋아	3
GOT7 (갓세븐)	GOOD	4
GOT7 (갓세븐)	눈이가요	4
GOT7 (갓세븐)	Tic Tic Tok	3
러블리즈	Ah-Choo	4
러블리즈	작별하나	0
러블리즈	Hug Me	4
러블리즈	예쁜 여자가 되는 법	4
러블리즈	새콤달콤	4
러블리즈	라푼젤	3
풍뎅이 (PDE)	삐삐빠빠	4
멜로디데이 (MelodyDay)	SPEED UP	3
멜로디데이 (MelodyDay)	Hallo	2
멜로디데이 (MelodyDay)	Want U Bag	4
빅플로	Obliviate	4
빅플로	친구들 다 불러	4
빅플로	털어놔 (Z-Uk & Hightop Ver.)	4
빅플로	듣기 싫어 (유성 & Hightop Ver.)	0
빅플로	When I Was Young	0
오마이걸 (OH MY GIRL)	CLOSER	4
오마이걸 (OH MY GIRL)	SAY NO MORE	4
오마이걸 (OH MY GIRL)	PLAYGROUND	4
오마이걸 (OH MY GIRL)	SUGAR BABY	4
오마이걸 (OH MY GIRL)	ROUND ABOUT	3
UNIQ (유니크)	Best Friend	0
탑독	Runaway	4
탑독	THE BEAT	4
탑독	O.A.S.I.S	4
탑독	All eyez on me	4
탑독	Emotion	4
탑독	Sweetheart (상도 Solo)	0
DIA (다이아)	내 친구의 남자친구 (Feat. 주석)	4
DIA (다이아)	내 친구의 남자친구	4
DIA (다이아)	내 친구의 남자친구 (Chinese Ver.)	4
TWICE (트와이스)	OOH-AHH하게	4
TWICE (트와이스)	다시 해줘	0
TWICE (트와이스)	미쳤나봐	4
TWICE (트와이스)	Truth	4
TWICE (트와이스)	Candy Boy	4
TWICE (트와이스)	Like a Fool	0
Pro C (프로씨)	밤에 본 한강 (Feat. 은하 Of 여자친구)	0
몬스타엑스	HERO (Broadcasting Ver.)	4
몬스타엑스	신속히 (RUSH)	4
몬스타엑스	Perfect Girl	4
몬스타엑스	Amen	4
몬스타엑스	삐뚤어질래 (Gone Bad)	4
몬스타엑스	Broken Heart	3
엔플라잉 (N.Flying)	Lonely	0
엔플라잉 (N.Flying)	Knock Knock	4
엔플라잉 (N.Flying)	뻔뻔	4
마마무 (Mamamoo)	두메산골	4
HIGH4 (하이포)	D.O.A. (Dead Or Alive)	2
로미오 (ROMEO)	TARGET	4
로미오 (ROMEO)	PRESENT	2
로미오 (ROMEO)	너만 보여 (DNA)	3
로미오 (ROMEO)	DEAR MY PRINCESS	4
맵식스 (MAP6)	Storm	4
맵식스 (MAP6)	휘파람	4
워너비 (WANNA.B)	손들어 (Hands Up)	3
매드타운 (MADTOWN)	OMGT	4
혜정,비아이지 (B.I.G)	우리가 해야 할 일 (Just You & Me Now)	4
스누퍼 (SNUPER)	쉘 위 댄스 (Shall We Dance)	4
스누퍼 (SNUPER)	폴라로이드	4
스누퍼 (SNUPER)	하이드 지킬 (80`s Remix)	4
iKON	지못미	4
iKON	이리오너라 (B.I&BOBBY)	4
iKON	WELCOME BACK	3
iKON	리듬 타 (RHYTHM TA)	4
iKON	취향저격	4
iKON	오늘따라	4
iKON	AIRPLANE	3
iKON	솔직하게 (M.U.P)	3
비아이지 (B.I.G)	BIG TRANSFORMER	0
비아이지 (B.I.G)	타올라	4
GOT7 (갓세븐)	고백송	4
GOT7 (갓세븐)	매일	4
GOT7 (갓세븐)	이.별	2
GOT7 (갓세븐)	니가 하면	4
GOT7 (갓세븐)	손들어	1
GOT7 (갓세븐)	느낌이 좋아	3
GOT7 (갓세븐)	GOOD	4
GOT7 (갓세븐)	눈이가요	4
GOT7 (갓세븐)	Tic Tic Tok	3
GOT7 (갓세븐)	니가 하면 (Stage Ver.)	4
에이프릴 (APRIL)	유리성	4
에이프릴 (APRIL)	Muah!	4
비에이 (Be.A)	Tie My Hands	4
업텐션 (UP10TION)	여기여기 붙어라 (Catch me!)	4
업텐션 (UP10TION)	나두 (dito)	2
업텐션 (UP10TION)	불러 (call me)	4
업텐션 (UP10TION)	Holic	3
업텐션 (UP10TION)	Party2nite	3
방탄소년단	INTRO : Never Mind	4
방탄소년단	RUN	0
방탄소년단	Butterfly	3
방탄소년단	Whalien 52	4
방탄소년단	Ma City	4
방탄소년단	뱁새	4
방탄소년단	SKIT : One night in a strange city	4
방탄소년단	고엽	0
방탄소년단	OUTRO : House Of Cards	4
케이윌,씨스타,보이프렌드,매드클라운,정기고,주영,몬스타엑스	사르르 (Softly)	4
세븐틴,에일리	Q&A	4
라붐 (LABOUM)	Intro	2
라붐 (LABOUM)	아로아로	4
라붐 (LABOUM)	Tasty	4
러블리즈	그대에게	3
러블리즈	Circle	4
러블리즈	Bebe	4
Red Velvet (레드벨벳)	세가지 소원 (Wish Tree)	4
에이프릴 (APRIL)	Snowman	4
iKON	덤앤더머 (DUMB & DUMBER)	1
iKON	왜 또	4
iKON	아니라고	0
iKON	리듬 타 (RHYTHM TA) REMIX (Rock Ver.)	4
멜로디데이 (MelodyDay)	비가 내리면 (Feat. 라비 of 빅스)	0
스누퍼 (SNUPER)	오 마이 비너스	4
케이윌	니가 하면 로맨스 (Feat. 다비치)	4
수지 (SUZY)	Dream (Prod. by 박근태)	4
스누퍼 (SNUPER)	오 마이 비너스	4
Red Velvet (레드벨벳)	너에게 원한건	4
GOT7 (갓세븐)	LOVE TRAIN	4
GOT7 (갓세븐)	O.M.G	4
스누퍼 (SNUPER)	폴라로이드 (Day Ver.)	4
스누퍼 (SNUPER)	폴라로이드 (Night Ver.)	4
GOT7 (갓세븐)	LAUGH LAUGH LAUGH	4
GOT7 (갓세븐)	BE MY GIRL	4
Crush	잊어버리지마 (Feat. 태연)	4
여자친구 (GFRIEND)	시간을 달려서 (Rough)	3
여자친구 (GFRIEND)	내 이름을 불러줘 (Say my name)	4
여자친구 (GFRIEND)	사랑별 (Luv Star)	0
여자친구 (GFRIEND)	그런 날엔 (Someday)	3
여자친구 (GFRIEND)	TRUST	3
여자친구 (GFRIEND)	시간을 달려서 (Inst.)	3
지코 (ZICO)	너는 나 나는 너	4
여자친구 (GFRIEND)	시간을 달려서 (Rough)	3
지코 (ZICO)	사랑이었다 (Feat. 루나 of f(x))	2
마마무 (Mamamoo)	I Miss You	0
마마무 (Mamamoo)	I Miss You	0
비아이지 (B.I.G)	Hey Girl	4
WINNER	BABY BABY	4
WINNER	센치해	4
WINNER	철없어	4
WINNER	좋더라 (태현 SOLO)	3
WINNER	사랑가시 (민호&태현)	0
WINNER	센치해	4
WINNER	BABY BABY	4
옥탑방 작업실,매드타운 (MADTOWN),Wa$$up 	내 맘을 아냐고 (Feat. 주이)	2
마마무 (Mamamoo)	1cm의 자존심	4
윤종신,세븐틴	Chocolate	4
마마무 (Mamamoo)	1cm의 자존심	4
CLC	두근두근 러브	0
레이디스 코드	My Flower	0
레이디스 코드	Galaxy	4
레이디스 코드	Chaconne	0
마마무 (Mamamoo)	1cm의 자존심	4
마마무 (Mamamoo)	우리끼리 (Words Don`t Come Easy)	4
마마무 (Mamamoo)	넌 is 뭔들	4
마마무 (Mamamoo)	금요일밤 (Feat. 정기고)	4
마마무 (Mamamoo)	고향이	4
마마무 (Mamamoo)	Emotion	0
마마무 (Mamamoo)	I Miss You	0
마마무 (Mamamoo)	Funky Boy	4
마마무 (Mamamoo)	나만의 Recipe	4
마마무 (Mamamoo)	고양이 (Cat Fight)	4
마마무 (Mamamoo)	Just	4
마마무 (Mamamoo)	Girl Crush	4
마마무 (Mamamoo)	넌 is 뭔들	4
에디킴	팔당댐 (Feat. 빈지노)	4
마마무 (Mamamoo)	어느 소녀의 사랑이야기	2
CLC	예뻐지게	3
CLC	Refresh	3
CLC	Yaya (Say bye to solo)	4
CLC	오빠친구	4
CLC	Eighteen	2
백지영	사랑이 온다	2
탑독	FEEL ALIVE	3
탑독	FEEL ALIVE (Rap Ver.)	3
지민 (AOA)	야 하고 싶어 (Feat. 시우민 of EXO)	4
스누퍼 (SNUPER)	4차원의 천사	3
스누퍼 (SNUPER)	지켜줄게 (Platonic Love)	4
스누퍼 (SNUPER)	YES or NO	4
스누퍼 (SNUPER)	U	2
JJCC (제이제이씨씨)	오늘 한번	4
이하이	한숨	4
이하이	손잡아 줘요	0
이하이	WORLD TOUR (비행) (Feat. MINO of WINNER)	4
하현우 (국카스텐)	Don`t Cry (우리 동네 음악대장)	2
